cluster_postcode,entity_1_kvk,entity_1_name,entity_1_insolvency,entity_1_bankruptcy_date,entity_2_kvk,entity_2_name,entity_2_insolvency,entity_2_bankruptcy_date,shared_sbi_codes,signals,name_similarity
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,70563640,GroeNoord A B.V.,F.18/25/59,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,76947335,GroeNoord J B.V.,F.18/25/68,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,70563675,GroeNoord E B.V.,F.18/25/60,2025-02-11,,same_postcode;name_sim_0.70,0.70
9723JK,56346220,RentNoord B.V.,F.18/25/58,2025-02-11,70563578,GroeNoord D B.V.,F.18/25/67,2025-02-11,,same_postcode;name_sim_0.70,0.70
3125BG,76690741,Besolar Store B.V.,F.10/25/174,2025-05-14,92509851,BeSolar B.V.,F.10/25/173,2025-05-14,,same_postcode;name_sim_0.70,0.70
3511KM,63537052,Carduelis Eindhoven B.V.,F.13/25/182,2025-05-28,63537176,Carduelis Den Haag B.V.,F.13/25/181,2025-05-28,,same_postcode;name_sim_0.70,0.70
2316XG,28106863,Liquidseal Holding B.V.,F.09/25/208,2025-06-25,28113594,Liquidseal Products B.V.,F.09/25/210,2025-06-25,,same_postcode;name_sim_0.70,0.70
2316XG,28113594,Liquidseal Products B.V.,F.09/25/210,2025-06-25,27110907,Liquidseal Flowers B.V.,F.09/25/209,2025-06-25,,same_postcode;name_sim_0.70,0.70
4921SV,69829284,Growers v.o.f.,F.09/22/278,2022-12-07,69547793,Growers R B.V.,F.09/24/54,2024-01-31,,same_postcode;name_sim_0.70,0.70
4921SV,69829284,Growers v.o.f.,F.09/22/278,2022-12-07,69547815,Growers K B.V.,F.09/24/53,2024-01-31,,same_postcode;name_sim_0.70,0.70
4921SV,69829284,Growers v.o.f.,F.09/22/278,2022-12-07,69547807,Growers H B.V.,F.09/24/52,2024-01-31,,same_postcode;name_sim_0.70,0.70
6212XS,83514694,Pitti Mosae B.V.,F.03/25/184,2025-07-09,90799615,Pitti Lumina B.V.,F.03/25/193,2025-07-17,,same_postcode;name_sim_0.70,0.70
8263BL,64136825,Zonnegilde Holding B.V.,F.08/25/229,2025-09-09,63123738,Zonnegilde Facility B.V.,F.08/25/228,2025-09-09,,same_postcode;name_sim_0.70,0.70
5048CG,58530282,Fire Force B.V.,F.02/23/270,2023-10-25,17236269,Seal Force B.V.,F.02/23/269,2023-10-25,,same_postcode;name_sim_0.70,0.70
1272CB,32095473,FINODEX B.V.,F.16/25/522,2025-11-05,57851034,Finodex Groep B.V.,F.16/25/524,2025-11-05,,same_postcode;name_sim_0.70,0.70
9723BG,88573451,De Verbinding Leeuwarden B.V.,S.18/25/13,2025-11-19,88491471,De Verbinding B.V.,F.18/25/328,2025-11-24,,same_postcode;name_sim_0.70,0.70
9723BG,88573451,De Verbinding Leeuwarden B.V.,S.18/25/13,2025-11-19,88491471,De Verbinding B.V.,S.18/25/10,2025-11-19,,same_postcode;name_sim_0.70,0.70
9723BG,88573451,De Verbinding Leeuwarden B.V.,F.18/25/331,2025-11-24,88491471,De Verbinding B.V.,F.18/25/328,2025-11-24,,same_postcode;name_sim_0.70,0.70
9723BG,88573451,De Verbinding Leeuwarden B.V.,F.18/25/331,2025-11-24,88491471,De Verbinding B.V.,S.18/25/10,2025-11-19,,same_postcode;name_sim_0.70,0.70
9723JD,80111734,CitoForma B.V.,F.18/24/287,2024-09-25,80114067,DistriForma B.V.,F.18/24/288,2024-09-25,26200,same_postcode;shared_sbi;name_sim_0.70,0.70
4382ZA,72260386,Gould Logistic Services B.V.,F.02/25/38,2025-02-12,64371921,Gould Windpark Services B.V.,F.02/25/36,2025-02-12,,same_postcode;name_sim_0.70,0.70
6199AE,14088626,MRG Retail B.V.,F.03/16/238,2016-07-21,53934180,Gepede Retail B.V.,F.03/16/234,2016-07-21,,same_postcode;name_sim_0.70,0.70
4707AT,66365538,Renew HRM B.V.,F.02/25/307,2025-10-29,66356237,Renew Group B.V.,F.02/25/306,2025-10-29,,same_postcode;name_sim_0.70,0.70
5451HZ,85089281,HeckettLane Design B.V.,F.01/25/215,2025-08-13,85089311,HeckettLane Offline B.V.,F.01/25/219,2025-08-13,,same_postcode;name_sim_0.70,0.70
5406NT,65288939,System4 B.V.,F.01/25/81,2025-03-26,71340963,System4People B.V.,F.01/25/80,2025-03-26,,same_postcode;name_sim_0.70,0.70
9712NZ,02035169,Smid & Hollander B.V.,F.18/05/56,2005-03-03,34198839,Smid en Hollander Amsterdam B.V.,F.18/05/88,2005-03-24,,same_postcode;name_sim_0.70,0.70
6371XB,70516901,Frank Starmans Holding B.V.,F.03/24/294,2024-12-04,70538565,Frank Starmans Materieel B.V.,F.03/24/292,2024-12-04,,same_postcode;name_sim_0.70,0.70
9979XH,61842044,Venema Holding B.V.,F.18/20/125,2020-07-09,02091695,Carnero Holding B.V.,F.18/20/96,2020-05-27,,same_postcode;name_sim_0.69,0.69
5349AT,17146174,QUEENSPARK C.V.,F.01/11/437,2011-06-22,37075750,QUEENSPARK BEHEER B.V.,F.01/11/438,2011-06-22,,same_postcode;name_sim_0.69,0.69
3436ZZ,30090587,European Care Residences Hotels and Resorts (ECR) B.V.,F.16/21/292,2021-12-29,58525602,European Care Residence and Hotel De Statenhof B.V.,F.16/22/65,2022-03-23,,same_postcode;name_sim_0.69,0.69
3436ZZ,30209557,European Care Residence Hotel and Resort Groot Stokkert B.V.,F.16/22/64,2022-03-23,58842039,European Care Residence and Hotel Solace B.V.,F.16/22/68,2022-03-23,,same_postcode;name_sim_0.69,0.69
3436ZZ,30209557,European Care Residence Hotel and Resort Groot Stokkert B.V.,F.16/22/64,2022-03-23,30178524,European Care Residence and Hotel De Keizershof B.V.,F.16/22/69,2022-03-23,,same_postcode;name_sim_0.69,0.69
4872LA,61300683,Multiplan Design & Build III,F.02/14/651,2014-09-18,61300942,Multiplan Design & Development,F.02/14/653,2014-09-18,,same_postcode;name_sim_0.69,0.69
4250DA,55578683,Eendracht Den Dekker B.V.,F.02/14/783,2014-11-06,18082697,Eendracht Infra B.V.,F.02/14/781,2014-11-06,,same_postcode;name_sim_0.69,0.69
6701AN,58410856,SMART Wageningen B.V.,F.05/17/522,2017-11-08,58411216,OMDenken Wageningen B.V.,F.05/17/524,2017-11-08,,same_postcode;name_sim_0.69,0.69
7418AA,38020434,Eurocommerce Projectontwikkeling B.V.,F.07/12/376,2012-07-13,38020430,Eurocommerce Holding B.V.,F.07/12/375,2012-07-13,68120,same_postcode;shared_sbi;name_sim_0.69,0.69
1713HS,37092897,Mulder Obdam Holding B.V.,F.14/13/181,2013-05-08,37114187,Mulder Obdam Grondfinancieringen B.V.,F.14/13/182,2013-05-08,,same_postcode;name_sim_0.69,0.69
9974SL,30210020,Heiploeg Holding B.V.,F.18/14/26,2014-01-29,02044714,Heiploeg Seafood B.V.,F.18/14/32,2014-01-29,,same_postcode;name_sim_0.69,0.69
9321AK,59091614,Op=Op Webshop B.V.,F.18/19/47,2019-03-27,50458639,Op=Op Winkels B.V.,F.18/19/46,2019-03-27,47741,same_postcode;shared_sbi;name_sim_0.69,0.69
4181CD,11063989,GreenMo Services B.V.,F.09/23/20,2023-01-25,60118253,GreenMo Shops B.V.,F.09/23/268,2023-10-11,,same_postcode;name_sim_0.69,0.69
9723ZS,71353747,Moyosa Holding B.V.,F.18/25/138,2025-04-23,65138031,Moyosa Media B.V.,F.18/25/137,2025-04-23,,same_postcode;name_sim_0.69,0.69
1112VA,77082893,Steps Retail B.V.,F.13/20/288,2020-08-10,77082842,Promiss Retail B.V.,F.13/20/294,2020-08-10,,same_postcode;name_sim_0.69,0.69
4704RK,56520360,ASK Romein Beheer B.V.,F.02/23/176,2023-07-19,22035606,ASK ROMEIN HOLDING B.V.,F.02/23/86,2023-04-13,,same_postcode;name_sim_0.69,0.69
5231DC,70260265,Certitudo Facilities II B.V.,F.01/23/262,2023-09-21,71794115,Certitudo Offices III C.V.,F.01/23/396,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,80271944,Certitudo Facilities IV B.V.,F.01/23/264,2023-09-21,71794115,Certitudo Offices III C.V.,F.01/23/396,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,70260125,Certitudo Facilities III B.V.,F.01/23/263,2023-09-21,69841977,Certitudo Offices II C.V.,F.01/23/355,2023-11-14,,same_postcode;name_sim_0.69,0.69
5231DC,17205804,Certitudo Building & Development B.V.,F.01/23/278,2023-10-02,82725926,Certitudo Property Development V B.V.,F.01/23/314,2023-10-17,,same_postcode;name_sim_0.69,0.69
5231DC,17205804,Certitudo Building & Development B.V.,F.01/23/278,2023-10-02,82792674,Certitudo Property Development X B.V.,F.01/23/424,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,13011302,Certitudo Offices B.V.,F.01/23/279,2023-10-02,82223262,Succeed Offices B.V.,F.01/23/312,2023-10-16,,same_postcode;name_sim_0.69,0.69
5231DC,77598733,Certitudo Bunnik Campus I C.V.,F.01/23/295,2023-10-11,83975012,Certitudo Amersfoort II C.V.,F.01/23/357,2023-11-15,,same_postcode;name_sim_0.69,0.69
5231DC,17184445,Certitudo Property Development II B.V.,F.01/23/297,2023-10-10,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,81258410,Certitudo Property Development IV B.V.,F.01/23/302,2023-10-11,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,,same_postcode;name_sim_0.69,0.69
5231DC,81258410,Certitudo Property Development IV B.V.,F.01/23/302,2023-10-11,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,82792666,Certitudo Property Development IX B.V.,F.01/23/310,2023-10-16,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,,same_postcode;name_sim_0.69,0.69
5231DC,82792666,Certitudo Property Development IX B.V.,F.01/23/310,2023-10-16,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,82726450,Certitudo Property Development VIII B.V.,F.01/23/309,2023-10-16,70982228,Certitudo Property XXXV B.V.,F.01/23/353,2023-11-14,,same_postcode;name_sim_0.69,0.69
5231DC,82726450,Certitudo Property Development VIII B.V.,F.01/23/309,2023-10-16,70298084,Certitudo Property XXXI B.V.,F.01/23/394,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,17216868,Certitudo Property Management B.V.,F.01/23/311,2023-10-16,71166610,Certitudo Property XXXVIII B.V.,F.01/23/370,2023-11-29,,same_postcode;name_sim_0.69,0.69
5231DC,82725926,Certitudo Property Development V B.V.,F.01/23/314,2023-10-17,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,,same_postcode;name_sim_0.69,0.69
5231DC,82725926,Certitudo Property Development V B.V.,F.01/23/314,2023-10-17,71166610,Certitudo Property XXXVIII B.V.,F.01/23/370,2023-11-29,,same_postcode;name_sim_0.69,0.69
5231DC,82725926,Certitudo Property Development V B.V.,F.01/23/314,2023-10-17,70298084,Certitudo Property XXXI B.V.,F.01/23/394,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,17154314,Certitudo Properties B.V.,F.01/23/338,2023-11-01,82792674,Certitudo Property Development X B.V.,F.01/23/424,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,84657510,Certitudo Property Development XIII B.V.,F.01/23/343,2023-11-01,70982228,Certitudo Property XXXV B.V.,F.01/23/353,2023-11-14,,same_postcode;name_sim_0.69,0.69
5231DC,77091655,Certitudo Tilburg City B.V.,F.01/23/342,2023-11-01,72413840,Certitudo Amsterdam City II B.V.,F.01/24/279,2024-07-10,,same_postcode;name_sim_0.69,0.69
5231DC,68893094,Certitudo Amsterdam City I B.V.,F.01/23/351,2023-11-14,83938435,Certitudo Amersfoort II B.V.,F.01/24/30,2024-01-17,,same_postcode;name_sim_0.69,0.69
5231DC,70728658,Certitudo Property XXXIII B.V.,F.01/23/352,2023-11-14,31026333,Certitudo Property Development B.V.,F.01/23/373,2023-11-29,,same_postcode;name_sim_0.69,0.69
5231DC,83975411,Certitudo Offices IV C.V.,F.01/23/356,2023-11-15,69826056,Stichting Certitudo Offices II,F.01/24/293,2024-07-24,,same_postcode;name_sim_0.69,0.69
5231DC,66411246,Certitudo Capelle City B.V.,F.01/23/371,2023-11-29,72413840,Certitudo Amsterdam City II B.V.,F.01/24/279,2024-07-10,,same_postcode;name_sim_0.69,0.69
5231DC,31026333,Certitudo Property Development B.V.,F.01/23/373,2023-11-29,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,71166610,Certitudo Property XXXVIII B.V.,F.01/23/370,2023-11-29,82792674,Certitudo Property Development X B.V.,F.01/23/424,2023-12-20,,same_postcode;name_sim_0.69,0.69
5231DC,70982465,Certitudo Property XXXIV B.V,F.01/23/402,2023-12-20,82792682,Certitudo Property Development XI B.V.,F.01/23/425,2023-12-20,,same_postcode;name_sim_0.69,0.69
3024ES,55518117,Softs World B.V.,F.10/23/317,2023-10-11,65614674,Softs Nederland B.V.,F.10/24/47,2024-02-07,,same_postcode;name_sim_0.69,0.69
2163HA,28008494,Bakker.com business B.V.,F.09/18/53,2018-02-05,28030531,Bakker.com B.V.,F.09/18/52,2018-03-22,,same_postcode;name_sim_0.69,0.69
2723RH,63246287,MISS ETAM HOLDING B.V.,F.13/20/291,2020-08-10,63277298,Miss Etam Group B.V.,F.13/20/290,2020-08-10,,same_postcode;name_sim_0.69,0.69
2723RH,63277298,Miss Etam Group B.V.,F.13/20/290,2020-08-10,63291673,Miss Etam Operations B.V.,F.13/20/289,2020-08-10,,same_postcode;name_sim_0.69,0.69
3032AC,57283478,Restaurant Meram Amsterdam ZuidOost B.V.,F.13/24/19,2024-01-17,56964528,Meram Amsterdam Oost II B.V.,F.13/24/134,2024-04-10,,same_postcode;name_sim_0.69,0.69
1043AP,11027809,Dierspecialist Retail B.V.,F.13/24/47,2024-02-01,84034394,Dierspecialist Leidschenveen B.V.,F.13/24/247,2024-06-19,,same_postcode;name_sim_0.69,0.69
1081AB,32121978,Riverside ACF I B.V.,F.13/24/60,2024-02-14,32111062,Riverside Holding B.V.,F.13/24/62,2024-02-14,,same_postcode;name_sim_0.69,0.69
4813DA,62045679,Connecthing Technologies B.V.,F.02/24/169,2024-04-17,72661917,Connecthing International B.V.,F.02/24/167,2024-04-17,,same_postcode;name_sim_0.69,0.69
1014AS,88408183,Boxx Opslagverhuur Waalwijk B.V.,F.13/24/185,2024-05-21,64893758,Boxx Opslagverhuur Utrecht 1 B.V.,F.13/24/231,2024-06-06,,same_postcode;name_sim_0.69,0.69
1014AS,64889467,Boxx Opslagverhuur Amsterdam WFC B.V.,F.13/24/230,2024-06-06,90825667,Boxx Opslagverhuur Almere Jool-Hulstraat B.V.,F.13/24/443,2024-10-23,,same_postcode;name_sim_0.69,0.69
3451PA,86876678,Corné Wonen Franchise B.V.,F.16/24/211,2024-05-29,76272214,Corné Wonen B.V.,F.16/24/210,2024-05-29,,same_postcode;name_sim_0.69,0.69
7122LB,09027902,Intercarpet B.V.,F.05/23/257,2023-07-26,84982586,Intercarpet Productie B.V.,F.05/23/258,2023-07-26,,same_postcode;name_sim_0.69,0.69
3454PV,92992749,CSA Services Maastricht B.V.,F.16/25/369,2025-07-22,61648639,CSA Services B.V.,F.01/25/282,2025-10-22,,same_postcode;name_sim_0.69,0.69
3144BA,70776709,Adam Maassluis B.V.,F.16/24/285,2024-07-03,67805418,Jofel Maassluis B.V.,F.10/24/114,2024-03-20,,same_postcode;name_sim_0.69,0.69
2913LJ,56655193,Panda Recycling B.V.,F.09/24/257,2024-07-17,77878744,Panda Warehousing B.V.,F.09/24/259,2024-07-17,,same_postcode;name_sim_0.69,0.69
1112TA,33239876,Big Bazar Holding B.V.,F.13/24/170,2024-05-14,33184624,Big Bazar B.V.,F.13/23/281,2023-09-27,,same_postcode;name_sim_0.69,0.69
7602CP,64404498,Kimmels Holding B.V.,F.08/24/248,2024-08-15,64405273,Kimmels Apollo B.V.,F.08/24/251,2024-08-15,,same_postcode;name_sim_0.69,0.69
7442CH,76925935,Nijhoff Materieel B.V.,F.08/24/318,2024-09-26,72014164,Nijhoffer B.V.,F.08/24/347,2024-10-24,,same_postcode;name_sim_0.69,0.69
1017DA,78707692,Our House Holding B.V.,F.13/24/355,2024-08-28,81171501,Our House Group B.V.,F.13/24/354,2024-08-28,,same_postcode;name_sim_0.69,0.69
7009HM,80848729,Molenveld B.V.,F.05/23/351,2023-10-04,72587288,Molenveld Holding B.V.,F.05/23/455,2023-12-14,,same_postcode;name_sim_0.69,0.69
2993LV,66591287,Flinterdijk II B.V.,F.10/16/578,2016-11-10,58692614,Flinter Gerarda II B.V.,F.10/16/562,2016-11-10,,same_postcode;name_sim_0.69,0.69
2993LV,58692614,Flinter Gerarda II B.V.,F.10/16/562,2016-11-10,66591120,Flinterduin II B.V.,F.10/16/579,2016-11-10,,same_postcode;name_sim_0.69,0.69
7559SC,74160214,Dutch Ventus B.V.,F.08/24/263,2024-08-21,73927937,Dutch Ventus Holding II B.V.,F.08/24/281,2024-09-03,,same_postcode;name_sim_0.69,0.69
2172HV,89554841,De ChocoMeulen B.V.,F.09/24/346,2024-09-18,65840135,De Koffiemeulen B.V.,F.09/24/347,2024-09-18,,same_postcode;name_sim_0.69,0.69
3088GB,92245870,Smartins Fleet B.V.,F.10/25/257,2025-07-23,83010076,Smartins Logistics,F.10/25/403,2025-11-05,,same_postcode;name_sim_0.69,0.69
3088GB,91857759,Opticom Logistics B.V.,F.10/25/334,2025-09-03,83010076,Smartins Logistics,F.10/25/403,2025-11-05,49410,same_postcode;shared_sbi;name_sim_0.69,0.69
7905ST,04088297,Prolution Holding B.V.,F.18/24/334,2024-11-06,04078736,Prolution B.V.,F.18/24/333,2024-11-06,,same_postcode;name_sim_0.69,0.69
2515VK,27313569,Pixelpool Holding B.V.,F.09/24/467,2024-12-05,27185445,Pixelpool B.V.,F.09/24/466,2024-12-05,,same_postcode;name_sim_0.69,0.69
9727DW,71530827,Credit Care B.V.,F.18/24/389,2024-12-18,76235785,Credit Care Factoring B.V.,F.18/24/390,2024-12-18,"62100,82910",same_postcode;shared_sbi;name_sim_0.69,0.69
1012NZ,88790185,Amarla BBW Holding B.V.,F.13/23/233,2023-08-08,88190668,Amarla BBW Greece B.V.,F.13/23/238,2023-08-08,,same_postcode;name_sim_0.69,0.69
1012NZ,88190668,Amarla BBW Greece B.V.,F.13/23/238,2023-08-08,87631873,Amarla BBW Belgium B.V.,F.13/23/237,2023-08-08,,same_postcode;name_sim_0.69,0.69
1012NZ,87631873,Amarla BBW Belgium B.V.,F.13/23/237,2023-08-08,87632063,Amarla BBW Cyprus B.V.,F.13/23/239,2023-08-08,,same_postcode;name_sim_0.69,0.69
3197LE,66887909,Hooymeijer SSC B.V.,F.10/24/499,2024-12-25,24489740,Hooymeijer Holding B.V.,F.10/24/503,2024-12-25,,same_postcode;name_sim_0.69,0.69
4207HA,24384808,Tripticom Intelligence B.V.,F.10/24/506,2025-01-02,24341082,Tripticom ICT B.V.,F.10/24/505,2025-01-02,,same_postcode;name_sim_0.69,0.69
3584BN,51953803,Weststaete Hypo Fund B.V.,F.16/15/432,2015-05-28,53541472,Weststaete Spread Fund Beheer B.V.,F.16/15/436,2015-05-28,,same_postcode;name_sim_0.69,0.69
3584BN,50055909,Weststaete Garant B.V.,F.16/15/427,2015-05-28,51953552,Weststaete Funding B.V.,F.16/15/431,2015-05-28,66199,same_postcode;shared_sbi;name_sim_0.69,0.69
3584BN,50055909,Weststaete Garant B.V.,F.16/15/427,2015-05-28,50055240,Weststaete Holding B.V.,F.16/15/423,2015-05-28,,same_postcode;name_sim_0.69,0.69
3584BN,53541294,Weststaete Spread Fund B.V.,F.16/15/435,2015-05-28,55796028,Weststaete Property Fund Beheer I B.V.,F.16/15/443,2015-05-28,68320,same_postcode;shared_sbi;name_sim_0.69,0.69
5993SE,12038427,West Plant Retail B.V.,F.03/25/61,2025-02-24,12020911,West Plant Limburg B.V.,F.03/25/60,2025-02-24,,same_postcode;name_sim_0.69,0.69
5993SE,12022811,West Plant Fruits B.V.,F.03/25/63,2025-02-24,12020911,West Plant Limburg B.V.,F.03/25/60,2025-02-24,,same_postcode;name_sim_0.69,0.69
6681LS,50093525,Koeltrans Angeren B.V.,F.05/24/462,2024-11-04,65407008,Koeltrans B.V.,F.05/24/461,2024-11-04,,same_postcode;name_sim_0.69,0.69
3125BG,76690741,Besolar Store B.V.,F.10/25/174,2025-05-14,73855529,BeSolar Electric B.V.,F.10/25/175,2025-05-14,,same_postcode;name_sim_0.69,0.69
9700AV,01167127,EyeToEye Group B.V.,F.18/25/173,2025-05-23,01167134,EyeToEye Solutions B.V.,F.18/25/175,2025-05-23,,same_postcode;name_sim_0.69,0.69
9700AV,01167131,EyeToEye Software B.V.,F.18/25/176,2025-05-23,01167134,EyeToEye Solutions B.V.,F.18/25/175,2025-05-23,,same_postcode;name_sim_0.69,0.69
4814RD,20169820,Van Lier Amsterdam B.V.,F.02/25/236,2025-08-13,18122698,Van Lier Shoes B.V.,F.02/25/237,2025-08-13,,same_postcode;name_sim_0.69,0.69
3511KM,63537176,Carduelis Den Haag B.V.,F.13/25/181,2025-05-28,64401316,Carduelis Utrecht B.V.,F.13/25/189,2025-05-28,,same_postcode;name_sim_0.69,0.69
1432CN,62082124,Comfisoft B.V.,F.13/25/193,2025-05-28,69014973,Comfisoft Holding B.V.,F.13/25/192,2025-05-28,,same_postcode;name_sim_0.69,0.69
1001MB,63537125,Carduelis Amsterdam B.V.,F.13/25/186,2025-05-28,63537184,Carduelis Arnhem B.V.,F.13/25/184,2025-05-28,,same_postcode;name_sim_0.69,0.69
2316XG,28106863,Liquidseal Holding B.V.,F.09/25/208,2025-06-25,64385582,Liquidseal Fruits B.V.,F.09/25/211,2025-06-25,,same_postcode;name_sim_0.69,0.69
1047HN,34114008,Riviera Holding B.V.,F.13/25/249,2025-06-25,34115327,Riviera Maison B.V.,F.13/25/251,2025-06-25,,same_postcode;name_sim_0.69,0.69
2132JC,74533061,TechSpire Holding B.V.,F.15/25/172,2025-07-03,74555987,TechSpire B.V.,F.15/25/173,2025-07-03,,same_postcode;name_sim_0.69,0.69
3342GL,81533977,CIRExpress Group B.V.,F.10/25/191,2025-05-28,92502415,CIRExpress Shipping B.V.,F.10/25/194,2025-05-28,,same_postcode;name_sim_0.69,0.69
1073AM,89747119,Better Together Productions B.V.,F.13/25/164,2025-05-16,78325846,Better Together Agency B.V.,F.13/25/163,2025-05-16,,same_postcode;name_sim_0.69,0.69
5612AS,85618152,Simbeyond Holding B.V.,F.01/23/325,2023-10-25,64425258,Simbeyond B.V.,F.01/23/324,2023-10-25,,same_postcode;name_sim_0.69,0.69
6657KL,71519386,Horrentotaal B.V.,F.05/25/302,2025-08-20,80125042,Kozijnentotaal B.V.,F.05/25/318,2025-08-21,,same_postcode;name_sim_0.69,0.69
6657KL,71519386,Horrentotaal B.V.,F.05/25/302,2025-08-20,80125042,Kozijnentotaal B.V.,F.13/25/343,2025-08-20,,same_postcode;name_sim_0.69,0.69
2421LL,73895830,Virtical Group B.V.,F.09/24/491,2024-12-25,24439051,Virtical Solutions B.V.,F.09/24/503,2024-12-30,,same_postcode;name_sim_0.69,0.69
2421LL,73898813,Virtical Services B.V.,F.09/24/490,2024-12-25,24439051,Virtical Solutions B.V.,F.09/24/503,2024-12-30,,same_postcode;name_sim_0.69,0.69
9712HM,69013713,Food Matterz B.V.,F.18/25/219,2025-07-23,81407440,Coffee Matterz B.V.,F.18/25/218,2025-07-23,,same_postcode;name_sim_0.69,0.69
8263BL,63123738,Zonnegilde Facility B.V.,F.08/25/228,2025-09-09,56334168,Zonnegilde B.V.,F.08/25/227,2025-09-09,,same_postcode;name_sim_0.69,0.69
5101BB,85176435,SULTA Staffing Netherlands B.V.,F.02/25/262,2025-09-10,95900322,LOUAY Software Netherlands B.V.,F.02/25/281,2025-10-01,,same_postcode;name_sim_0.69,0.69
5141HA,68233574,ShoeLand Footwear B.V.,F.02/24/94,2024-03-01,17264507,RAW Footwear B.V.,F.02/24/91,2024-03-01,,same_postcode;name_sim_0.69,0.69
2811DV,29025414,Bontenbal Bouw B.V.,F.02/12/369,2012-05-03,29028883,Bontenbal Vastgoed B.V.,F.02/12/365,2012-05-03,,same_postcode;name_sim_0.69,0.69
7556BR,06025198,Versteeg Glas B.V.,F.08/25/270,2025-10-15,06078937,Versteeg Montage B.V.,F.08/25/271,2025-10-15,,same_postcode;name_sim_0.69,0.69
1991AV,76618013,Meet Jack Holding B.V.,F.13/25/415,2025-10-15,70059152,Meet Jack B.V.,F.13/25/414,2025-10-15,,same_postcode;name_sim_0.69,0.69
7547RT,06071124,V.S.W. Beheer B.V.,F.08/25/275,2025-10-22,06076025,V.S.W. Expeditie B.V.,F.08/25/276,2025-10-22,,same_postcode;name_sim_0.69,0.69
7603AA,76615944,Twenty4 Dagbesteding B.V.,F.08/23/229,2023-12-07,76533174,Twenty4 Holding B.V.,F.08/23/230,2023-12-07,,same_postcode;name_sim_0.69,0.69
7821AP,60202971,Vince International B.V.,F.18/24/121,2024-04-17,77518586,Vince Investment B.V.,F.18/24/120,2024-04-17,46471,same_postcode;shared_sbi;name_sim_0.69,0.69
